rating,review
50,"Very convenient, very comfortable. Excellent breakfast buffet.  Super comfy beds. Clean and welcoming. Free shuttle collection service from the airport was very efficient and made my arrival in Guatemala for the first time stress free and easy."
30,Stayed here one night in March 2016.  The room was adequate and quite honestly I was exhausted from traveling so I went to sleep quickly.  I would not recommend going out at night or after dark.  The hotel had an armed guard outside the door.  I don't know about location as we were in and out within 10 hours.  Adequate to lay my head for a night.
30,"Man oh man, I have pretty mixed reviews about this place. I stayed here twice.  First impressions: I had to call them on the phone to let them know my flight arrived, since they never responded to my email about confirmation of pick up at the airport. The front desk guy didn't even greet me. He basically just asked what I wanted. So I checked in and was given a remote control for the TV with my key. Plus he didn't tell me anything about the hotel or breakfast hours or give me my breakfast vouchers. I had to ask for all that later on. Oh, and they charge six dollars to use their crappy computer for Internet!  The first room was minimally okay. It was in the ¨quiet¨section so it faced a wall of another building with about one foot distance between the two. Very dark inside. There"
30,"The hotel was nice, but nothing special. The check-in (and out) was very fast and efficient. Personnel was friendly and most of them spoke English.  The breakfast was not as good as we have used to have in hotels (not buffet), but still quite good. Free transportation to airport was nice service."
40,Good service. Fast check in. Free shuttle. Location in center of Guatemala City. Close to restaurants and bar. Actually they have his own restaurante and coffee shop.  The smoking room smell terrible...
30,"This hotel is ok. It's a bit expensive relative to other, nicer hotels in Guatemala City. The hallways and rooms are dark, but pretty clean. It's not a bad place to stay the night before or after a flight, but if you're going to stay multiple nights in the city, there are similarly priced hotels that are much nicer. "
10,"I called from the airport on the morning of November 30th with an urgency for a room! I am currently on a trip with 8 other people and we all needed a hotel urgently because of a cancellation at another hotel. I called and the lady who answered couldn't even say ""I don't speak English"", after a couple of minutes I was transferred to the ""manager"" or at least that's what I asked for. He could barely speak English and was of poor help. I didn't have an internet connection at that time and was wasting the couple of Guatemalan coins I had on me on a public telephone, I eventually ran out of coins and had to spend another half hour searching for another hotel to go to.  I had never experienced a hotel in Guatemala that didn't offer an English speaking front-desk or manager for that"
40,"It's a good hotel if your going in a business plan. The rooms are very nice and clean. The only thing the hotel needs to improve is to include the breakfast in the rate of the room because actually doesn't count with a restaurant in the hotel (There is one restaurante in one side of the hotel) If your going on a tourism plan I'm not sure if is the best option because in the night is not safe to walk in the area and is far from ""Zona Rosa"" of Guatemala City (about 25 minutes walking)"
50,"From check in to check out. The staff was amazing. The room was clean and the bed was very comfortable. I wanted to take the pillows home with me. The front desk was bilingual and helped me with a lot of planning and activities. My husband enjoyed the breakfast, but due to my diet I was limited in what I could eat. The gym has only cardio equipment, but I was told that you can go to the attached Westin and use their facilities gym for $10. Overall I definitely would recommend them. "
20,"Poor service, we requested help to pick up our luggage (6 pieces) from third floor,  we waited for 20 minutes, they never came so we did that ourselves, when we got to 1st floor they saw us with the luggage and until then we were offered assistance."
50,"Loved this hotel.  It is very nice, the staff is great and very friendly and helpful.  The hotel is connected to the Westin, which makes it great.  The neighbourhood is great.  I travelled for business but also went with my baby and my wife.  Had a great time.  Breakfast is very good. Highly recommended!"
40,Likes:  service was good. Very good breakfast buffet. Seems oriented to longer says — like business travelers. Connected to Westrin. Dislike: Hotel cleaning staff was noisy in the mornings. Made it hard to sleep late.
50,"Hotel room was perfect for our needs, location was great by the airport and near plenty of food options. Just a note friends who stayed on the other side of us had noise from wedding parties but we didn’t have any noise. Most things are walkable or you can Uber as needed. "
20,"I was on the 6th floor... And just couldn't sleep. The hotel is on Reforma, which is a lovely and centric avenue in the trendy 10th section, that's where restaurants, discos, hotels, etc are..  But the buses in Guatemala loooove to hunk their horns, their brakes are not to good, judging by the noice they make; and to resume it all they are noice polluters. You just hear everything!. The room( can't call it suite.. no space!) is out dated. old TV, small, old furniture, dark, etc. The breakfast was very good, and the staff very helpfull and prosessional."
30,"I so appreciate the staff, location and delicious breakfasts.  But my suite was very tired.  The carpet was dusty, the bed mattress too old.  It is right on Reforma and therefore very noisy.   Its only an average hotel, but they are trying!"
50,"We had a passport ""mishap"" in November and had to stay 4 extra days in the capital until we got emergency passports issued and could get a flight back to the US. We wanted a place close to the embassy, so the very helpful agent at American Airlines recommended Suites Reforma.  First of all, the service: the guys at the front desk were all extremely friendly and helpful, and actually gave us a discount upon learning of our situation. The room was clean, decent sized, and had a small refrigerator. You get a good breakfast on the house every morning. There's a small work-out room with weights, and a computer room with 3 or 4 computers and free internet--which came in very handy.  Location--couldn't be better. We usually stay in Zone 1 at the Pan American, but since we needed to be"
40,"I worked in Guatemala City during 2010 and my experience at this hotel was overall good.  I got a nice one bedroom apartment with two double beds, nice closet, dresser, TV, bathroom, living room with one more TV, dining room and kitchen with refrigerator, microwave, blender, coffee brewer, pots, pans and dishware.  I had a very nice view of the Volcán de Agua. It included, shuttle to and from the airport, breakfast and internet service.  It has a very good location at Zona 10 where you can find excellent restaurants and is very close (walking distance) to 3 very nice malls. (Fontabella Plaza is beautiful).  Staff was very nice and helpful and I have a very fond memory of all of them.  Since its located right on Avenida Reforma, it is a strategic place for easy transportation and"
50,"My sisters and I stayed here from mid-Jan to early April while one of my sisters underwent cancer treatment.  This was a difficult time for us as my sister passed away at the end of March. The staff was amazing, compassionate, and supportive.  The room met our needs perfectly.  There is free wifi, which is a real money-saver.  Breakfast for two is included.  It is close to the US Embassy, in a very safe part of the city.  If we return to Guatemala City, I will definitely come back and stay here."
50,This was a fantastic find recommended to us by a Guatemalan friend. The facility is recently remodeled. The rooms and public areas are beautiful. The beds are comfortable and rooms & bathrooms are clean & up to date. There is a free shuttle to the airport which is only a 5 minute trip. There is a complimentary breakfast which can be enjoyed in covered area with tables next to the beautiful garden area with a fountain providing background sounds. If a guest has an early flight a bagged breakfast will be provided. If there is any drawback to this hotel it is that is difficult to find.  It is within a gated compound & there is no outside signage. The GPS will lead to the entrance to the compound but to the unknowing traveler it seems that one is being led to a gated dead end.  Be
50,"I chose this bed and breakfast because it was recommended by my language school. I found it to be very safe, clean, quiet, and accommodating. The bedrooms were basic, with a shared bathroom in the hallway. The bathroom and shower were very clean. The food was excellent. The management was very professional and accommodating. I will stay there again this summer in July."
30,"Late evening arrival. Shuttle cost is inappropriate. I complained bitterly to the poor guy at the reception desk, but after all it was his boss who was bad not the worker. They knew I was coming but did not come to get me. Took several phone calls. Rooms was small, clean, comfortable. Had hot shower. The worker was nice, and he gave me some juice & snack when I left at 4am. Did not see the place during the day."
40,"It's a tranquilo place, in a safe (gated) area. We ahd a room with a balcony and view to the volcano. Very friendly staff at breakfast. Good breakfast. The place is a tad tacky for my taste, a bit more than I expected from the photos. But it was all good. OK clean. Beds were more comfortable then in any other place on this trip (but the rest was really bad)."
40,"Good place to stay  overnight  if your flight  is early  in the morning. Clean room and plenty  of hot water. If other guests are  loud, you will hear all. My booking stated that I could  pay  in Quetzales or in US dollars. I paid in US dollars, but the staff could not give  me my change  in dollars , only  in quetzales. What  is the use of quetzales when you are   leaving Guatemala? Although the amount was small, as a principle, if you accept payment  in one currency, make sure you can provide change  in that currency."
10,Unacceptable behavior!!! They just cancelled our reservation and left us at Guatemala City by night two girls just trying to find a hotel to stay.  They do not speak English at all and they can't do anything .... I am just wondering why do we paid 53$!!!!
20,"We stayed here as a group. If I had a choice, I would not stay here again. First off, the hotel lobby is impressive and inviting. There was a small band there playing music when we arrived, however, once we arrived, they tried to change the rate to almost double. Our rooms were awful. There was absolutely no ventilation such as a ceiling fan or air conditioning. There was a cockroach the size of a small turtle on our floor still alive but on its back flailing around. The shower head was malfunctioning and water squirted out the top of it. The sink leaked leaving a huge water puddle on the floor causing slippery conditions. There is a transom window in each bathroom that is left open so you can hear people walking and talking in the hallways as you are using the bathroom. (Wonder"
40,"It's back to the 4th floor of the classic Royal Palace in Zona 1 for the fourth time. This time,#409 a corner room, is huge and has something relatively rare in moderately-priced accommodations here-- a King sized bed. Most hotels in this range we've stayed have two double beds and that is also available. Royal Palace is located right on La Sexta. On a Sunday the promenade of families, couples, entertainers and hawkers starts about 10 am and doesn't let up until after sundown. It is a great people watching location. it is also around the block from Restaurante Altuna, a favorite dining experience. While. we've noticed some changes, small upgrades, the general state of repair needs some attention. it is after all one of the once elegant landmarks in the neighborhood."
10,"From 1999-2005, I used to stay at the Royal Palace all the time when it was managed by Best Western. My wife and I returned there right before Christmas and we were incredibly disappointed.  No longer associated with Best Western, the hotel is now shabby, grungy  and the hotel staff indifferent.  The room was dark (there was only one incandescent light bulb hanging from a wire from the ceiling, the beds were old and the linens/comforters had many stains. You could see right through the thin white sheet to a stained mattress underneath. Yuck!  Also, the bath towels were very old with tattered edges.  They looked more like mop/floor towels than bath towels. There was lots of mildew in the shower too. My wife, who is from Guatemala, and used to a variety of hotels, said we are"
30,"The Royal Palace and Pan American were among the few hotels that survived the extended period during which Zona 1 was down at the heels and dangerous. The fact is that it is for us the place to stay in the Historic District. Located right on La Sexta, it is also a great location for strolling with the thousands of locals who are loving this pedestrian mall. This was our second stay at the Royal Palace . We had a junior suite with king size bed,desk convertible sofa, ample storage, and a large balcony. The restaurant is adequate and there are many other good choices nearby."
50,"It is a really well-equipped hostel with nice facilities and cool staff. I came through on my way to the airport and had a great time. Every bunk has its own power-plugs and light and you can put up something like a curtain if you want to. Everything was very clean, the garden with the pool is simply gorgeous and the staff makes sure, you check out the best spots in the city if you have time for it.  Would definitely recommend :)"
50,"We arrived in Guatemala City at night time and went to the hostel (located in zona 10) by taxi (taxi blanco as advised). On the way there we did notice quite some ppl hanging around on street corners; my advice would be not to walk it there from the airport.   However, once nearing the hostel, we noticed it was in a fine area with a proper gate. The receptionist was helpful and late check in was no problem; neither was the early check out. We stayed in a 8 bedroom mixed dorm. Beds were made. Shower was clean and warm.   If i ever travel through Guatemala city again and am in need for a cheap place to crash, this will be my go-to place and therewith my advice to you."
40,I had a private room with view on the pool. Very comfortable and clean as well as common showers. Great value for the price! You can even cook your on food in big kitchen if you want. Very safe neighbourhood Go there
40,"Located in the upscale area of Zona 10. The area is safe and very peaceful about a 10min walk to the centre which houses offices, chain hotels and restaurants.  The hostel is new, the staff were informative and helpful. There is a swimming pool too, great during the summer months. Bathrooms are clean, towels must be rented for a fee. There is a TV room and a good dining room cum kitchenette.   Stayed here in transit coming from  Lake Atitlan and traveling to El Salvador by Pulmantur bus the following morning which leaves from the Holiday Inn hotel about a 10min walk from the hostel so very convenient.  Good wifi and overall a very affordable place. "
40,"It’s a pretty decent hostel, in a great location. But there are problems with the hot water😭😭 If you can’t provide hot water, are you even a hostel? Try Quetzalroo up the road if you want a better guide and a thorough tour of the city. That hostel is brilliant"
50,"Perfect location for the airport, so close you could walk there but your airport transfer is included in the price.  One of the safest areas of Guate and also in a gated community.  Cleanest place I've stayed in during my 4 weeks in Guatemala and I could actually fit on the bed.  The owners are very helpful as well. "
50,"Super clean and close to the airport. I had issues at the airport with needing a transit visa at the last minute, and the owners were lovely and helpful. They also offered to organise dinner delivery. A good choice for first or last night in Guatemala."
50,"After arriving into Guatemala city alone from Ireland, I was happy to be greeted at the airport and brought back to the hostel. The place felt like a home away from home, and the staff were so friendly! Delicious breakfast too.   The hostel rooms were clean, and the hostel was in a compound with a guard so I felt very safe!   Would definitely go back!"
50,"This is the second time our mission group has stayed at Los Lagos. after an exhausting week, we were tired, hungry and ready to go home. It was great to check in with Lolly the night before we flew home, knowing she would have good food, comfortable beds, and relaxing areas for us to hang out in. We will stay again next year."
40,Stayed for one night in a twin room with private bathroom as we were waiting for flights the next day out if guatemala. Very very good location right next to the airport in a gated community. The staff will even give you a ride to the airport!  Room was basic but adequate. Shower and bathroom were clean but we didn't test the shower as we'd had issues elsewhere with dodgy Guatemalan hot water systems.   Only issue with the place is that it's convenient airport location doesn't make it ideal for going out to get dinner or food without taking an expensive cab to guate's main restaurant area. We got Domino's delivered in the end which the lovely owners organized for us!  Breakfast was also included and was good sized and pretty tasty.   I reccomend this place strongly if you've got
30,It's a nice property however rooms are smaller in size as compare to similar rating hotel. Breakfast menu is OK. I have enjoyed my stay during my visit. Staff is nice and polite but they can't help you in some areas . I am rating this hotel 7/10. They do money exchange as well but you will have hard luck to get it done since they do small amounts exchange. I had to chage 40 usd however the lady told me they can do just 15 usd exchange for which you have to pay exact 10 + 5 dollars bills. They even didn't accept the 20usd bill. 
50,"As a lifetime titanium member, I’ve spent literally years staying in Marriotts around the world. This is a good one.   Our room was new or recently remodeled, and nicely done. The mattress is super comfortable. Front desk check in and check out was fast and efficient, and I thank them for honoring our late checkout request. We didn’t eat at the restaurant as we were in GC for a long tourist weekend and had other places we wanted to eat.   The location is great - within easy walking distance to many great restaurants, and for those that aren’t within walking distance, taxis are quick to arrive.   I’ll definitely stay here again if we come back to GC. "
50,"This not the typical Marriott, the lobby is modern, large and yet cozy. Restaurant offers light fare and hearty meals. Bar is fully stocked with friendly bartenders, great selection of wines by the glass. Rooms are spacious, modern and well equipped.  Location is superb for business or pleasure, walking distance from plenty of restaurants, bars and coffee shops."
50,"A huge upgrade from the standard USA style courtyard property. This hotel is in a mid/high rise building in the heart of z10. Great central location. The hotel is very new and the ammentities are all top notch. Great food, fitness center, and even my favorite local craft beer (Antigua Cerveza!) on tap! Highly recommend."
50,"Excellent hotel, fairly new construction and well located close to Hard Rock Cafe. Rooms and bathrooms are great size and well maintained, modern decoration and pretty good mattress/pillows. The food at the restaurant is more than perfect. The staff is highly professional and very kind. Nothing to complaint for.... I will definitely stay with them again."
50,"I arrived at midnight after having booked the hotel at 9am. Despite the lateness of both my booking and arrival, a man (Rudolpho) was on hand to greet me, and offered me a drink! The internet here is fast, purified water is available, and the kitchen is kept clean. The area seems run down, but is safe. Would stay here again."
50,This hostal is in zone 1 and maybe the area is not the best but using common sense is all good.  I travelled alone (female) and both the owner and the person in charge were attentive to all my needs and gave me all the route and safe tips I needed.  I stayed there for 10 days and will be back in three more weeks and in the summer 2013.
40,"If you have an early flight and want to be near the airport, this is a perfect place to stay.  It's a private suite in the garden just steps from the main house. Everything is clean, up-to-date and in great shape. Wi-Fi is fine, bed is comfortable.  Be aware that you're in a gated community which has some small convenience stores but no restaurants nearby. If you want supper, the owner offers to call for pizza delivery.  This limits the time you wish to stay at this house, since it's far from any other conveniences.  It was perfect for us, at the end of a 3-week trip. Cash only."
50,"We stayed here for one night before an early morning departure. The location is only a 4 minute drive from the airport and the host drove us there for free at 6am, and also helped us order pizza for dinner since it's not safe to go out  Good wifi too!  10/10 "
50,"We booked this hotel for a quick stopover the night before our flight home. We had a great week of adventure in Guatemala, and were coming to Mi Casa, Tu Casa from the beach at El Pardeon.   The location is very convenient to the airport in a gated community. Our driver had a bit of trouble finding it, but the owner actually got in his car and came to find us! The house is beautiful. And our host was warm and so accommodating.   Upon arrival he offered us water immediately, and then helped us get some take-out ordered for dinner. While we were getting settled, he setup a whole dinner setting in his kitchen for us. Then he showed us to the local tienda so we could get snacks for our trip home, and some wine for dinner.   The room was large and comfortable, and the proximity to"
30,"The pictures of the room look great, but the room I booked was actually very small. At least it was clean and the breakfast was good. The location was not so bad as it was close to a mall and some restaurants, but the main attractions I went to see (Tikal and Antígua) would require a car anyway"
50,"We stayed for two nights at the Meraki and found it to be a nice gem in the middle of the large hotels.  The staff was very accommodating when we encountered a mishap with a scheduled tour to Tikal.  They arranged multiple taxis for us to encounter the city center and also transport to the airport.  The breakfast that was included was good and started the mornings off great.  This is a small unique hotel and it appears that each room is different, but was very clean with fresh linens, nice showers, a contemporary design.  We enjoyed the small 2nd floor balcony and the open air roof top seating.  Even though on a busy street, the noise did not disturb us at all.  Also lots of great food options within the 2 Block radius. Muchos Gracias!"
50,"Meraki is a great boutique hotel. We stayed here for 2 nights and it was always monitored, highly secure, very comfortable and the rooms are very cute. The breakfast is great, and the wifi is very reliable. They take care of everything for you. We had a 4am departure from the hotel and they gave us breakfast to go."
40,"This tiny hotel has only a handful of rooms. It is very clean, very safe and in an excellent neighborhood of Guate. It's a little bit weird and quirky but comfortable and with good service. I don't think you'll be disappointed."
50,I only stayed one night with very late arrival but the Meraki is super nice and the staff very friendly and helpful. Rooms are clean and nicely renovated. For breakfast you can have a buffet in the Restaurant or order what you like in the coffee shop next door. I went for the coffee shop and it was fantastic. 
40,"Overall I enjoyed my stay at Patricia's Hotel - the place has a very cosy and welcoming atmosphere, and is located in a nice, safe and quiet area of town.  It's also excellent value for money, in a city which seems to have overly expensive accommodations.  Whilst it's out of the central area of the city, the owners can easily arrange transport for you to visit various places.  Patricia herself is a wonderful hostess, very friendly and helpful.  I loved the fact that the hotel offered free airport transfers, and indeed they picked me up from there upon my arrival.  Breakfast is nice, whilst for lunch and/or dinner there is an extensive selection of food menus you can choose from to be delivered by local restaurants.  I was a little disappointed with my room, which had no window"
40,"I spent one night upon my  arrival,  the family was very nice and offered pick up service from airport and drop off service the next day.   The room was clean and the bed comfortable .  I would not hesitate to go back. "
30,We have passed here 2 nights. Safe in secured area. The service of transport is kind and the location is very close to the aeroport. Breakfast included is ok with fruits. The owner is really in attention for transports but nothing else as cook. The bed are clean but the room and the bathroom are dusty (dust everywhere). I recommand this place only for aeroport proximity and safe.
40,"We were getting into Guatemala City late and leaving early the next morning for Tikal. Patricia's picked us up from the airport on time, even though our flight arrived an hour early! The room is basic with a shared bathroom and we had no complaints. There was some music playing in the building next door but once we turned the fan on we weren't bothered by it and slept well. They also dropped us off at the airport the next morning for a 6am flight. Overall really great service."
50,"Very good service and helpful Staff! One Way Airport Shuttle and Breakfast is included. Room was simple and clean, shared Bathroom was also nice and clean. Perfect for late arrivals or early departures"
50,"My wife and I stayed at Casa Serena for almost five months as we waited for our shipment to arrive from the U.S. It was a wonderful stay and the staff really make you feel like you are at home. You are close to ""La Zona Viva"" which really has everything you would need to eat and drink outside of your home. There is a very nice mall with a movie theater within walking distance, as well as a supermarket.   The rooms are very spacious and the breakfast served every morning is delightful. Casa Serena really makes you feel at home and while we are happy to have finally moved into our place we will always consider the Casa Serena our second home!"
50,"This was very nice for the price and given that we were a family of five a much better value than having to book two rooms somewhere else or squeezing into a single room with two double beds and someone on the floor elsewhere.  It was even a better deal than two rooms at a much less nice place. Our suite had two bedrooms, a living room and kitchen area.  Also, this hotel has been recently renovated so everything is very new (not like the traveler photos above).  We also needed a late night meal and just wanted something easy and close. Its near several places to eat. We were only there for one quick night, but they had our 4:00 am ride to the airport waiting for us."
50,"Recently renovated Casa Serena offers great apart/hotel experience in the middle of Zone 10 (zona viva). It offers pool service, breakfast and free wifi. Staff is very nice with hotel guests. Free parking for your vehicle. Affordable prices. Pet friendly. "
50,"The hotel was recommended to us by a businessman familiar with Guatemala City after we missed our flight due to horrific traffic from Antigua.  Despite the early morning arrival, the receptionist immediately arranged our rooms and offered us breakfast in the small dining room.  Both rooms that we were assigned were suites - mine was huge, with two bedrooms, shared bathroom, living room, dining room, and kitchen; my traveling companions' room was even more cavernous, with two bedrooms, each with en suite bathroom, larger living room, boardroom-sized dining room, and a kitchen I wish I had in my house in California!  The hotel is modern, spacious, open, and located in Zone 1 (the safe zone) near Mr. Sushi and Chevy's.  A full hot breakfast with omelets to order was included with"
50,"Casa Serena is a good apartment hotel located in one of the safest zones in Guatemala City, and it is very close to the airport (about 15 minutes). The rooms are clean, spacious, and they come with a mini kitchen. The breakfast does not have a variety but it is decent: there is a lady who would prepare your eggs omelet based on what ingredients you want. The breakfast is included in your room price. This is a good starting point to explore the city and beyond. The hotel has 24-hr security which makes you feel you are safe inside the premises at all times. A security guard will not let any stranger go inside the hotel unless there is a good reason. Great place for the price you pay."
40,"Located in a very safe zone, this hotel offers really good service. The room are really good, hot water, room service, free Wi-Fi, smokers area, and also have a very nice restaurant open 24/7. It counts with laundry service, rooftop, pool and wheelchair access "
50,"Highly recommend this place, we have stayed here 4 times and will continue to do so every time we travel to Guatemala .  This is a great place to stay and not to mention it is a great price. The staff is very helpful and friendly, they will make sure you are happy and comfortable . The breakfast is amazing , you can order room service from the cafeteria and everything is very tasty. "
50,"We stayed here on our way in and our way out of Guate.  I had emailed the hotel beforehand to ask for a ride from the airport to the hotel and they quickly emailed back with the transport all set up. Our flight in was two hours late and I had had no way to contact the hotel to let them know, but even so the hotel driver was front and center as we got out of the airport.  I was so relieved.  He really had waited there the whole two hours until we arrived.  The hotel is small and comfortable.  Great location.  I took my morning coffee up to the rooftop terrace with a great variety of plants and a couple of macaws to make it feel less like we were in the middle of the city.  Rooms come with complimentary breakfast for two guests (extra folks are only about $5 per person) and the"
50,"We stayed here on a recent mission trip. The staff was very friendly. The restaurant had great food and great service. The rooms were beautiful and very clean. There were armed security on the grounds, safe environment."
40,"Good Hotel with very good location. Situated in very safe Zona 10 . High floor are really quiet calm .Room service is very slow,Reception & restaurent  staffs are  familiar with English.Rooms are good and spacious ."
30,"I wish they would step up their services   Charging for gym access at the their partner company the Weston is disappointing.  The breakfast offering is good, but a bit basic.  WIsh there were more offerings"
40,"Biltmore is a well located, clean, friendly staff, now with a new exercise room downstairs and room service available at all hours.  My only complaint is that there is way to make coffee or tea in the room."
50,"We’ve stayed at this hotel several times during the last three years. The staff treat guests as family. This friendly staff is the secret of this hotel such us Oscar, Monica, Diana, Gerson and Jefferson! Every time we’re headed to Guatemala we look forward to seeing you. Breakfast and dining area is the best with coffee and tea available throughout the day. Safe area, variety of restaurants around and nice rooms with comfortable beds."
40,"Literally spent a few hours at the Biltmore.  Room was clean, bed and pillows were comfortable, had all the bathroom amenities including a hair dryer and water was potable.  Left before breakfast was served, so can not comment on."
50,"We were pleasantly surprised by how impeccably sparkling clean the hotel and rooms are kept. Room service was there each and every day, including Sunday. The morning breakfast buffet was nicely set out at 6 AM every morning we went there with fresh coffee, fruits, juices, cereals, cooked breakfast course ( usually scrambled eggs, sausages, pancakes), pastries, yoghurts etc. There are restaurants and bars in the adjoining and nearby hotels; plus, several fast food spots within 1 to 2 blocks including Taco Bell and Mono Loco ""crazy monkey"" with huge portioned nachos. - - If you have planned a tour; local tour guides are quite prompt. The Biltmore offers shuttle service to and from the airport at $10 per person. We would go back to the Biltmore if we are in Guatemala again."
40,"The room I stayed in had a kitchen (with dishes), living room/ dining room area, hot water in the bathroom, two queen beds, and a TV in the bedroom and living room. My bathroom also had a hair dryer and the bedroom had lots of closet space, a big dresser, and an alarm clock. It was very roomy and had a great view. The only downside was that the wireless internet only worked in a certain part of the living room for me and other guests seemed to have to come down to the lobby to use theirs. But since there was a business center with computers and a printer, it was not a problem. The breakfast was included and all of the other dishes I tried there were tasty as well. The small gym has weights and basic cardio machines. Some of the cardio machines were a bit squeaky, but there are"
40,"The suites are more like an apartment. The suite we stayed in had a kitchen, large bathroom with shower (no bath tub), living room, dressing area, and bedroom with two full size beds and a balcony. There was a television in both the living room and bedroom. The hotel restaurant is for use by hotel guests only. The staff was very friendly. The hotel is very clean. The food was good. I think overall it's a great value. Our suite included pick up/drop off at the airport and daily breakfast. This hotel is NOT like a Marriott or Hilton. It's a local hotel. It does not have a pool or any other ""entertainment."" There is a small work out room, but we didn't use it. There is a small bar in the (small) restaurant.  There is a shopping center with a Burger King within blocks of this hotel. "
40,"I am staying at the Suites Reforma Apart Hotel for a couple of weeks. Suites Reforma is at a great location in Zona Viva, very clean and I have a complete kitchen and huge bathroom.  The staff could not be nicer or friendlier- The are willing to help me with anything I need and are constantly asking if I do need anything and how things are -yet the staff is discreet. The private restaurant has a somewhat small menu but everything I ordered was very good (they do have room service for a small fee extra). Breakfast is included.  While this property does not have a pool and lacks some of the amenities that a fancier hotel may offer (that I really don't want to pay for or need during my stay). There is no air conditioner, but that did not matter as the suite stayed a perfect"
50,"From the beginning I was impressed and it continued to grow during each interaction with staff at reception, luggage handling, doormen, business center and housekeeping.  Everyone was professional, friendly and helpful - going out of their way to show courtesy.  The rooms were excellent, beds comfortable, bathrobes cozy and great wifi."
50,"I love this hotel, it has a modern look from the outside but inside it is very regal, grand and stylish and plush. The hotel service was impeccable and the room service and maid service were exemplary. Superb 5 star hotel and extremely clean and well maintained. The included buffet breakfast was one of the very best we have ever been too! We will definitely be back!"
30, the breakfast buffet is now served Differently than in previous years. Too bad.... Same great selection ... but the food is no longer kept hot.  The only thing kept the same as before. Is The Omelette station... And that is still quite excellent.
50,I have stayed in this hotel multiple times and it has always been a positive experience. Staff are friendly and the location is great. The breakfast buffet is delicious and offers many options from Guatemalan cuisine.
40,"We stayed for three nights in this hotel, third night in Maya tower. This Barcelo is not in the same class as other Barcelo hotels I have stayed in. It is dated upkeep not as good. Breakfast was good but tea / coffee terrible. Our room was close to lifts and ice machine and so sleep quality was terrible. Beware that if one asks for a ""double bed"" in Guatemala it means ""twin beds""!"
40,"Good place to stay if you need to get to the airport early. 1 minute taxi ride. Secure compound and box breakfast provided. Rooms are adequate, clean,and hot shower. Only complaint would be people talking loudly in the courtyard later than I would prefer."
30,"The beautiful lobby and restaurant of the hotel made us want to try a stay in the Royal Palace. Of course the location is excellent too, right in the middle of a pedestrian only shopping street, near the Central Park.  Our experiences with the hotel are a bit mixed. To start with the positive: nice large parking lot and parking included in the price. The breakfast is also included and good enough, serving staff is nice. The free internet is super fast and available in the rooms. And last but not least the wonderful bathroom with plenty hot water. On the downside: the rooms are kind of small, very enclosed and therefore warm. The airco and the fan are of the older type and very noisy. You can't turn them off in order not to suffocate but it is like sleeping underneath a running"
10,Stayed one night as close to airport.  Very dirty and run down. No AC and no screens on windows. No hot water in sink.  No restaurant even nearby or in hotel. Rooms are tiny with no storage and few outlets. Never again!
50,"My girlfriend and I stayed at this hotel, we had the suite and the space was incredible.  The hotel does have an amazing ambience, worth the price of it.  It is located in a very convenient area right next to GC airport.  The staff is friendly and will support you with any question you might have, they can arrange your transportation to the airport upon request.  They accept Debit and Credit Card.  Thanks to all the staff for giving us such a good service. "
50,"Really beautiful hotel and it is super close to the airport which was perfect for us! We were flying to Flores just for the day to see Tikal so this hotel was a great base for us. The staff is amazing, so helpful and even gave us little care bags of juice and a snack for the airplane ride! So sweet! "
50,"Very nice hotel next to the airport. We had a room with a balcony on the garden (the view from the rooms on the court yard is not nice) and it was very nice. Room is nicely decorated and very spacious. The staff is very friendly and helped us to get a cab (and nwgogiate the price...)to town. Breakfast is OK,  you have a choice of 5 type of breakfast. Just a shame that you do not have any free juice of fruits with it. The airport is small so no traffic at night so we slept like babies. A place that I recommend for traveller like us who need to fly the next day "
50,"I was very pleased with my experience at this lovely hotel.  The lobby and restaurant are beautiful and remind me of the days of glamor and class in world travel.  The rooms are comfortable and well appointed.  The bathrooms are large and clean.  I had plenty of hot water and good water pressure. I was very happy with the Salamander cerveceria ""beer bar"".  It is tucked into a corner of the lobby with windows looking out onto the 6 Ave. scene. The beer is ICE COLD, and is drawn from a tap.  This is one of the only places in Guatemala that serves fresh beer from the tap. Parking is free and is very secure.  And you have the newly improved 6 Ave. at your doorway.  Now for the down side. Do not expect the hotel to answer emails, or accept reservations over the internet.  This was"
50,I am sorry to hear all this complaints but I have to say that I stayed at this hotel and had a wonderful staying the staff were very nice and helpful and the driver that took me to the airport very courteous
10,"We came here back in May and we had a horrible experience. We did not like the way the front desk treated us the last three days we had a bad experience because our keys wouldn't work. As we were going to have our breakfast which is extremely NASTY we came back to our room the card key was blocked and it was a pain in the butt because we had to keep asking the front desk to fix the issue. What was even worse was that the women in the front desk kept on blaming each other on whose fault it was. They alleged saying that the electronic system wasn't working and that the Hotel manager and human resources were aware of the problem, but was really pissed us off was that at the restaurant e found the manager and he gave us a hypocrite smile promised to fix the problem but was a Huge"
20,The security staff treats you like a criminal.  There were problems with the water and I was unable to shower before going to the airport for my flight back to the states and they all but refused to make an appropriate adjustment to my bill for the inconvenience.  They finally did adjust one night off the bill after calling the manager and confirming that I was paying in US dollars (and after I threatened to pay them nothing at all).  Nothing about this hotel with the exception of the central location would encourage me to return.  I won't be back. 
